# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"168","Agregué un video a una lista de reproducción de @YouTube http://t.co/jX5DTwZ5TY Ferrero Nutella MILKSHAKE Recipe in EDIBLE CUPS!"
"169","Agregué un video a una lista de reproducción de @YouTube http://t.co/9Njgsw1nmy OREO Cookie Shots! Home Made Milk &amp; Cookies &amp; Cream"
"170","haciendo la monografia.... se me esta acabando el cartucho dl cerebro...... #lastdayuni.... #july9 #RNADN #nursegrad"
"171","LIVE on #Periscope: My first Periscope!!!!!! https://t.co/dWbyiSPBWb"
"172","Me gustó un video de @YouTube http://t.co/Ghz13GNwT2 Hugh Jackman Shows Jimmy How to Really Eat Vegemite"
"173","Me gustó un video de @YouTube http://t.co/qYUheFwusU 방탄소년단(BTS) - 'I NEED U' MV (Original ver.)"
"174","Me gustó un video de @YouTube http://t.co/VDGjtxdS7R Cake Batter Ice Cream Hamilton Beach"
"175","Me gustó un video de @YouTube http://t.co/Dc7M1cNAJg How To Download The Sims 4 For FREE | Simple &amp; Easy"
"176","I'm Grey Material #GreyInterns http://t.co/hfnzW36w5t"
"177","my addiction..... @TheRoyalsOnE 💘💘💘.... who attacked the king??? who is responsible??? let's find out...."
"178","Guardé una lista de reproducción de @YouTube: http://t.co/OSJipQ7WCh"
"179","Me gustó un video de @YouTube http://t.co/F0bN017bJV Pros and Cons: Buying the Apple Watch"
"180","@askdes what about the #NoteEdge ?"
"181","hoy es de estos fu&amp;$+#:&amp; dias en qe amanezco con alergias....."
"182","Me gustó un video de @YouTube http://t.co/Qavmsb0xOn 김현중 ""LUCKY GUY"" Full Ver."
"183","#NBLCatherineVOTO... #NBLCatherineVOTO #NBLCatherineVOTO... #NBLCatherineVOTO... #NBLCatherineVOTO... #NBLCatherineVOTO... #NBLCatherineVOTO"
"184","He añadido un vídeo a una lista de reproducción de @YouTube (http://t.co/6l9T8xaxyt - DIY Plastic Spoon Flowers - Man Vs. Pin"
"185","He añadido un vídeo a una lista de reproducción de @YouTube (http://t.co/rtuALm5ZcA - Ramen-Crusted Chicken Wings Recipe | Eat the"
"186","Me ha gustado un vídeo de @YouTube (http://t.co/V7SiGyRlYz - KIDS REACT TO ZACH KING VINES)."
"187","#NBLCatherineVoto #NBLCatherineVoto #NBLCatherineVoto #NBLCatherineVoto"
"188","dando graxx xq nunca me deje vencer... no ha sido facil pero sigo hacia adelante para ser mejor persona y futura nurse....😆😆😆😆😆"
"189","Agregué un video a una lista de reproducción de @YouTube http://t.co/x3AFEemQby Sam Smith - I'm Not The Only One [Traducida al"
"190","Me ha gustado un vídeo de @YouTube (http://t.co/l4Tu4jM9a0 - Thank You Notes: Ben &amp; Jerry's, Lent)."
"191","never, ever is going to be someone who is like me http://t.co/sSinQEWrfQ"
"192","인생의 모든 것을 알고 종료 ... 바보"
"193","I added a video to a @YouTube playlist http://t.co/jrJT9lLIqq Rihanna And Kanye West And Paul McCartney - FourFiveSeconds"
"194","Join me on tsū, they are sharing social revenues with all of us #tsunation https://t.co/gg1yqNxCCn"
"195","I added a video to a @YouTube playlist http://t.co/0KZQtfLfce Katy Perry - By The Grace of God (Audio)"
"196","Me ha gustado un vídeo de @YouTube (http://t.co/RmoIN1BBK0 - Skylar Grey - I Know You (Fifty Shades Of Grey) (Lyric Video))."
"197","mi sencillez rebasa todos los limites.....♥♥ http://t.co/7oLYJH8Ish"
"198","He guardado una lista de reproducción de @YouTube http://t.co/103ip1btv9 F4 After"
"199","This is my jam: ME VUELVO UN COBARDE by CHRISTIAN DANIEL KQ105 104.7Fm ♫ #i♥Radio #NowPlaying http://t.co/aUu91JyOKU http://t.co/FG1o31Iwx3"
"200","Me ha gustado un vídeo de @YouTube (http://t.co/LLkF1Uy8nj - Propósitos De Año Nuevo | Hola Soy German)."
"201","Me ha gustado un vídeo de @YouTube (http://t.co/9T0anUcCBg - 정용화 (Jung Yong Hwa) - 마일리지 (Mileage) With YDG M/V)."
"202","Me ha gustado un vídeo de @YouTube (http://t.co/n0FSdOkTTq - JUNG YONG HWA - 마일리지(Mileage) with YDG MV Teaser)."
"203","Me ha gustado un vídeo de @YouTube (http://t.co/Rq913PdQRs - Teeth Whitening using Activated Charcoal)."
"204","cuando sabes que algo malo le estan pasando a alguien y no puedes hacer nada......"
"205","vivo en una isla donde cuando uno tiene dinero no lo gasta y cuando no tiene hace lo imposible por gastar lo que no tiene..... #PRlife..."
"206","Me ha gustado una lista de reproducción de @YouTube (http://t.co/yqArDLnmYc - BOYS"
"207","gracias por todas las enseñanzas, valores y risas.... #RIPChespirito"
"208","Me ha gustado un vídeo de @YouTube (http://t.co/ucRM53qKsR - The Hanging Tree - The Hunger Games: Mockingjay Pt.1 Score (James"
"209","Me ha gustado un vídeo de @YouTube (http://t.co/OoflM7AXX9 - Takee - world's first holographic 3D smartphone)."
"210","Me ha gustado un vídeo de @YouTube (http://t.co/XhQz2RWpJp - Box of Lies with Channing Tatum)."
"211","Me ha gustado un vídeo de @YouTube de @mohamedsunbae (http://t.co/3WLeMFWT54 - SBS Drama #ParkShinHye #LeeJongSuk #Pinocchio Trailer"
"212","Use my promo code, http://t.co/hvock8J2xj, to join Fronto. Just wake up your phone and get rewarded!"
"213","Me ha gustado un vídeo de @YouTube de @kanygarcia (http://t.co/QxW7dvJFbU - Kany Garcia - ADonde Fue Cecilia? (Cualquier Dia - a la"
"214","@Wapa4 y @Virtualizate están regalando un Smartphone LG G3. ¡Participar es fácil! Click aquí: http://t.co/dMHEo9SMi2 #WapaTV  false"
"215","Me ha gustado un vídeo de @YouTube (http://t.co/jtjx3op6jo - CANCIONES | Hola Soy German)."
"216","Me ha gustado un vídeo de @YouTube (http://t.co/pTFdvHuMca - Ookami Kodomo No Ame To Yuki - sub español)."
"217","#treehouseofterror25 #TheSimpsons"
"218","Me ha gustado un vídeo de @YouTube (http://t.co/wqcj5GSHol - SBS [내겐너무사랑스러운그녀] - 8일(수) 예고)."
"219","Me ha gustado un vídeo de @YouTube (http://t.co/zVXRHPsbWi - Memoirs of a Geisha 720p BluRay Full Movie)."
"220","Me ha gustado un vídeo de @YouTube (http://t.co/fwmYx7DEx6 - Jimmy Fallon feat. http://t.co/XbE58QtlP5 - Ew! (Official Music Video))."
"221","Me ha gustado un vídeo de @YouTube (http://t.co/MYT7y1cied - Whites - Saturday Night Live)."
"222","#WHOAMIACTUALLY.... that's the question?"
"223","mi aburrimiento d los otros dias en la uni.... http://t.co/anHWGO68CJ"
"224","Adicionei um vídeo a uma playlist @YouTube http://t.co/8mm1OAgQXV Mraz ft. Ximena Sariñana - Lucky"
"225","Me ha gustado un vídeo de @YouTube (http://t.co/PgbmsWxsKc - 『るろうに剣心 伝説の最期編』予告編)."
"226","Me ha gustado un vídeo de @YouTube (http://t.co/qRCoM8n2aQ - Simpsons Ice Bucket Challenge | THE SIMPSONS | ANIMATION on FOX)."
"227","@SMTOWNGLOBAL @josedueno_ent @LadyMagica @KQ105 @Forever_SHINee @realjonghyun90 @CNBLUE_4  #PuertoRicanswantKPOP http://t.co/j6A8hJ9Pvy"
"228","#PuertoRicanswantKPOP queremos kpop al igual que otros paises... @CNBLUE_4 @TonyMojena2 @LadyMagica @KQ105 @miemisora @Hot102pr"
"229","Me ha gustado un vídeo de @YouTube de @patryjordan (http://t.co/GeA4FDm5QL - COMO HACER ONDAS O RIZOS SIN PLANCHAS)."
"230","I added a video to a @YouTube playlist http://t.co/7mtLIErtnK Americans Try Korean Snacks For The First Time"
"231","@SunshineRemix me rio en todo el programa... especialmente con La Funeraria y el Mama's Boy"
"232","Me ha gustado una lista de reproducción de @YouTube"
"233","nothing is gonna stop me...!!!!!!! i'm gonna do whatever i like from now on... making an new life bit by bit...😉"
"234","Me ha gustado un vídeo de @YouTube (http://t.co/15h371CHpk - CHISTES | Hola Soy German)."
"235","asi mantienes a tus sims entretenidos... http://t.co/j7UUyQ6Aki"
"236","Me ha gustado un vídeo de @YouTube (http://t.co/pdxRJu6iGj - David Guetta - Titanium ft. Sia (Official Video))."
"237","i'm asking myself.... when love is gonna touch my door....??? maybe never ooooorrr.... a faraway soon...✌"
"238","I added a video to a @YouTube playlist http://t.co/BO3AXyynUb Sakura (Cherry Blossom) Nail Art -Oriental Style Manicure"
"239","Am adăugat un videoclip la o listă de redare pe @YouTube, http://t.co/UFgOfjS0FM Arizona Green Tea Cherry Blossom Nail Art"
"240","Me ha gustado un vídeo de @YouTube (http://t.co/h9bxP3PNmE - 5 Seconds of Summer Performs “Amnesia”)."
"241","I added a video to a @YouTube playlist http://t.co/4e9EgyoHHA 5 Seconds of Summer Performs “Amnesia”"
"242","Me ha gustado una lista de reproducción de @YouTube"
"243","#MejorVestido @AustinMahone"
"244","@drpepper @PremiosJuventud having the opportunity to do what i like... tener la oportunidad de hacer lo que me gusta #BecaUnica"
"245","I added a video to a @YouTube playlist http://t.co/gkRuUB8iBs COMO BAJE 6 LIBRAS EN 3 DIAS"
"246","我將一部影片加到了 @YouTube 播放清單 http://t.co/1zuVEU3qjE Al Diablo con los Guapos - Capítulo 22"
"247","#magic.... ♫ ""Magic (feat. Rivers Cuomo)"" by @RiversCuomo (@ Juncos, Puerto Rico) http://t.co/CdEfNATHby"
"248","mi despertar..... #happymorning #doggies #mybed #zafiro #mapache #doggies #mybed #happymorning #mapache #zafiro http://t.co/QUTozF4AY1"
"249","http://t.co/nz4LI0LnlJ via @mobli http://t.co/hOxRpaTcmZ"
"250","@HiddenCash why don't you do one in Puerto Rico.... it would be interesting...."
"251","Me ha gustado un vídeo de @YouTube (http://t.co/xOY0zZlHK3 - Cornetto Cupidity Love Stories - Shadow Dancer)."
"252","Me ha gustado una lista de reproducción de @YouTube"
"253","Me ha gustado un vídeo de @YouTube (http://t.co/QVH6zkoaZx - Camila - Me Enseñaste a Odiar (Cover Audio))."
"254","Photo made by InstaPlace http://t.co/h0j5h70qPj"
"255","Me ha gustado un vídeo de @YouTube (http://t.co/RbZFG4PB2f - Gabriel Coronel - Yo Te Ame (Official Lyric Video))."
"256","¡Vamos, @thekfa! #Mundial2014 #KOR🇰🇷 ¿De qué selección eres? https://t.co/xdvoeIUQn0 http://t.co/jw0gGcGZzE"
"257","¡Vamos, @thekfa! #Mundial2014 ¿De qué selección eres? https://t.co/xdvoeIUQn0"
"258","¡Vamos, @thekfa! #Mundial2014 ¿De qué selección eres? https://t.co/xdvoeIUQn0"
"259","no te des por vencida.... haz qe la envidia se vuelva una fortaleza a tu favor @aleydaofficiall #NBLAleydaVoto"
"260","#NBLAleydaVoto"
"261","동영상을 @YouTube 재생목록 http://t.co/zSY5XBsYwg Homemade Popcorn on the Stovetop에 추가했습니다."
"262","Me ha gustado un vídeo de @YouTube (http://t.co/8i5mdL6j8B - Happy Tree Friends - Royal Flush (Ep #72))."
"263","@hairfinity thanks.....😊"
"264"," I entered @bella_shoot #giveaway for @hairfinity vitamins that promotes healthier &amp; longer hair (http://t.co/u35QKpzGF3) and you can too!"
"265","Enter to #win 8 NYX Butter Lipstick Set #giveaway via @bella_shoot http://t.co/xYXg0V7wfc! #BellaNYX"
"266","@NuestraBelleza #NBLAleyda actriz..... PR siempre volando alto......"
"267","I liked a @YouTube video http://t.co/BJkLC4sIcO http://t.co/sBex4RV01X.the.elephant.adventures.2010.dvdrip.Xvid.UniversalAbsurdity.avi"
"268","I liked a @YouTube video http://t.co/I58exOKWOr Papas fritas en microondas! (Juno)"
"269","I liked a @YouTube video http://t.co/x8jMvDMYtr Diapers Help Your Plants Grow!"
"270","qe te recuerden tu desgracia no es nada bonito...."
"271","you are who you are because of me.... without me.... you're nothing in this world....."
"272","amigos..... un montón.... pero son pocos los que se quedan a tu lado en las buenas y malas...."
"273","mi gente..... socialicen.... no muerdo.... http://t.co/JskhBrPyB2"
"274","hoy duermo acompa~ada por la #soledad....."
"275","#fotitovieja #oldpic♥♥ http://t.co/KMHcZJhOdY"
"276","I've wasted 17 days, 4 hours and 46 minutes on Facebook since Jan 30, 2010 http://t.co/sRCs34qvE3"
"277","Me gustó un video de @YouTube http://t.co/3oTqSUt43l Caso Lorenzo RESUELTO!!!!!!"
"278","hace time qe no me tiraba una pic.......♥♥ http://t.co/X4hD1g9mQI"
"279","i wanna work......!!!!!!!!!!!!! will someone find me one????❓❓❓"
"280","desde #puertorico con amor.... ♥ disfrutando del ultimo dia del a~o"
"281","#HAPPY2014 #China #SouthKorea #Japan #AllAsia...... #happyholidays #HappyNewYear"
"282","I favorited a @YouTube video http://t.co/0JjCpFhmyF Katy Perry - Unconditionally (Official)"
"283",".......watchin' #bones on #tnt...
"284","I favorited a @YouTube video http://t.co/XXgCWmD0ws A Tribute to Paul Walker"
"1","@Art0fLife_ AMEN"
"2","@kellyohgee LETS GOOOOOOOO"
"3","I give everything to God! The things I can solve and the things I can’t. God help me to trust you when I am not cap… https://t.co/u3nv4G7ik3"
"4","if you come to me don’t look for pity, know that ima come with a solution. I am solution based. If it can’t be solved it must be let go."
"5","I know I can do it but you offering would make me smile. Ima still do it though."
"6","Just listened to Let’s Be Honest on the @KnowForSurePod and wow. I loved the transparency. I can definitely relate to the both of them."
"7","@bc_surreal One accord"
"8","I appreciate the meditation as well! Director X definitely has the guided meditation voice!"
"9","If I never heard of it until then I would’ve went to research it, drove down that rabbit hole, and probably put off… https://t.co/psZsdot9M5"
"10","I learned of the amygdala months prior to better understand the message 19 Keys and Director X were bringing awareness to."
"11","Natural timing is the best. Giving someone something before they’re ready is just like a curse. Hearing something b… https://t.co/NcwhXNIUIl"
"12","Nothing is ever just a coincidence. Every single thing happens for a reason. From the smallest to the biggest. The… https://t.co/lDThaGVI1f"
"13","What’s even mind blowing is I was just on the phone speaking with my relative about the amygdala and what it does.… https://t.co/fXE0QaUtIH"
"14","It provided much need awareness and insight into my own life."
"15","I first learned about the amygdala from the book “The Body Keeps The Score.” I didn’t even know how to pronounce the word lol."
"16","Just finish watching 19 Keys and Director X and WOW is all I can say. Getting a deeper understanding of the amygdal… https://t.co/EiWV9S6IsX"
"17","@J_Squared_T @DailyLoud 😂😂😂😂😂"
"18","@kellyohgee Fire af!!! It’s definitely possible for everyone. Just gotta learn the skill. Keep prospering!"
"19","Idc idc Stacey Dash and Gretchen Weiners are sisters from another mister."
"20","@Wallstreet504 https://t.co/IYF2PygTqJ"
"21","The line is who it’s coming from."
"22","There’s a fine line between constructive criticism and insulting."
"23","I hear a lot of things. I accept a few things."
"24","God composed the symphony. I am just playing my part."
"25","That in itself is too much energy. I rather move to the beat of my own drum."
"26","I can only be me. Even if I was to mirror someone I looked up to I am only putting my twist on it."
"27","Move in truth. Too much energy goes into being fraud."
"28","@bc_surreal Most definitely  🦈🦈🦈"
"29","Duolingo is a lifesaver."
"30","They tell you a demon holding you down to place fear inside of you. So when you get to vibrating low because of tha… https://t.co/XCW4vJLf52"
"31","They call it sleep paralysis to make you think something is wrong with you. To get you to accept their perception."
"32","I was watching 19Keys &amp; JoeyBadass and they were speaking on astral projection. It sparked a memory in my mind from when I was a kid."
"33","I gotta find a farmers market"
"34","I go in the grocery store at least once a week and every time I see those fraud ass unseeded watermelon😢"
"35","WHERE ARE THE SEEDED WATERMELON!!!!!!!!!!!!!!!!!!!!!!!!!"
"36","Money only shows you who you really are. If you are an abuser you will abuse money. If you are greedy, you will be… https://t.co/cyI53XhcKv"
"37","It’s not personal it’s spiritual!"
"38","Stop moving off theory and get you some experience!"
"39","So why are you half stepping on yourself!"
"40","A firefighter doesn’t go into a burning building without knowing how to put out a fire."
"41","An athlete doesn’t go into a game without practice."
"42","An artist doesn’t just go into a painting without knowing what mixture makes certain colors."
"43","If you love something you should constantly want to learn more and get better."
"1","@BvGroat Indeed! It’s very sad but I there is always hope. It is a necessity in my opinion to have truth tellers in… https://t.co/F09ydzVdjd"
"2","@BvGroat I believe it was Solzhenitsyn that said: “one word of truth outweighs the world.” Both Solzhenitsyn and As… https://t.co/MuZUJiAfYX"
"3","@reflextv Your work with Marie inspired me to want to pursue a career in foreign affairs journalism. I am in awe of… https://t.co/0XjJ3Ey5oI"
"4","@WSJ reporter #EvanGershkovich mentioned that he was reading Vasily Grossman's Life and Fate behind bars. His rejec… https://t.co/4p44WeGxNq"
"5","@reflextv Great essay! It was very compelling. Frontline journalism is so important, telling the story of this conflict is crucial."
"6","I stood on the steps of the Ecuadorian Embassy where the 7 years asylum of #JulianAssange  came to an abrupt end.… https://t.co/c0NVpGQ6IJ"
"7","I stand with @evangershkovich, as an aspiring foreign correspondent, I am appalled at this is what happens in our p… https://t.co/v2aOI0OgpX"
"8","@SarcasmStardust Will you have an event in DC possibly in the fall? I will be there around that time. #FreeAssange"
"9","@reflextv Your photos tell the story of this conflict in such a compelling way, you are such an inspiration to me.… https://t.co/f0WhCxtIeD"
"10","Congratulations Dr. Trielli! https://t.co/0cEAJrgk0e"
"11","For a feature and opinion writing class, I am interested in writing an opinion piece about the #Assange case. I wil… https://t.co/RaPikyR8rp"
"12","Just read this fascinating piece in the @guardian about how the lies that resulted in #IraqInvasion have had a disa… https://t.co/A5ED88gYq1"
"13","Hey let me know when @AlboMP and @JoeBiden start talking about the unjust treatment of #JulianAssange. It should be… https://t.co/gu901qcYRo"
"14","If none of you have heard of the @MoscowTimes, you should read them! Phenominal reporting and in-depth analysis day… https://t.co/J6Uliu1h4T"
"15","@jackcbarron I hope all is well with you!"
"16","@SilverF84593103 I have not, what information about Stella?"
"17","@BvGroat I appreciate your kind words! Julian Assange has left a profound impact on me and he changed the way journ… https://t.co/xt5TIu0m8L"
"18","The notion that #JulianAssange is anti-American is false. He created #WikiLeaks in allignment with the belief syste… https://t.co/wEHAwXRKsU"
"19","#DropTheCharges #FreeAssangeNOW"
"20","Happy Birthday to president Zelensky of Ukraine. I watched you get elected in 2019 and have been cheering you on si… https://t.co/CHibcAkJFq"
"21","@MattOBranain @ProgIntl @golrizghahraman @jacindaardern @NanaiaMahuta @MaramaDavidson @_chloeswarbrick The treatmen… https://t.co/ObxJ6uAmx2"
"22","In 2023 let’s #FreeJulianAssange because as Australia’s PM @AlboMP said #EnoughlsEnough."
"23","@MattOBranain @POTUS @davide_dormino #JulianAssange is a hero and will remain one forever. Journalism is not a crime."
"1","Dear President Biden, you suck. #Republicans @POTUS #Democrats #USA #Biden @VP #trafficking #BorderCrisis #Ukraine… https://t.co/uPsYIORkl3"
"2","@Target @TargetNews #targetboycott Never shopping here AGAIN! https://t.co/E2u9sOdZRY"
"3","Burning any #northface gear I may have this eve. #LGBTIQ #GoWokeGoBrokeTarget #Groomers Associating @thenorthface w… https://t.co/ZBTKco6Nd3"
"4","Depends. https://t.co/OtBl9gq6do"
"5","@AbprallenUK We see you. #Anonymous #TargetGoWokeGoBroke #Groomers #TargetDealWithTheDevil #PEDOFILI #LGBTQIA… https://t.co/8MqMnlOE8q"
"6","Is there an FBI/IRS-approved entity type that I can associate an EIN to in order to gain access to the Ukrainian-Bi… https://t.co/CiC2qSmBd3"
"7","Camping/summer camp grooming opportunities. Abuse. Child molestation, confusion.... etc. https://t.co/8T0xUFSllE"
"8","@JordanBrace8 https://t.co/zgvDggIwiN"
"9","@RNCResearch @BuckeyeTexan12 Run, bitch."
"10","""Easy to Drink, Easy to Enjoy. 21+ only. Don’t share with anyone under 21. Enjoy responsibly.""  Unless of course if… https://t.co/W9owCZksyU"
"11","Bye, Felicia. https://t.co/RPTLr3N5Bu"
"12","Hey Russia, wheels falling off? @KremlinRussia_E pay attention, America. This is what happens when you have an inco… https://t.co/Hvdf6vR7wH"
"13","@Mike_Pence you have integrity problems. Please go home.  You are not effective in public office.  I am a conservat… https://t.co/XKg8ehPQ8N"
"14","Dear President Biden, you suck. #Republicans @POTUS #Democrats #USA #Biden @VP #trafficking #BorderCrisis #Ukraine… https://t.co/5AHcj1N3ZN"
"15","#GoWokeGoBroke As for me and mine, Target is now banned and boycotted. There are consequences for who you align wit… https://t.co/gaB4oSFWmE"
"16","@GarysBlues now"
"17","@WeThePeople021 Benghazi Blow Job"
"18","@rebeccaradfor15 Yep, and all future lifetime assets or potential liquidated and paid to the victim."
"19","Dear President Biden, you suck. #Republicans
@POTUS #Democrats #USA @VP
"20","I have an idea, let's reward and then feign objectification of poor lifestyle choices and of physical un-discipline… https://t.co/iHMbO72rFz"
"21","Dear President Biden, you suck. #Republicans @POTUS #Democrats #USA #Biden #BidenBorderCrisis #BidenCrimeFamilly… https://t.co/NaCRBhft9Z"
"22","Dear President Biden, you suck. #Republicans @POTUS #Democrats #USA #Biden #BidenBorderCrisis #BidenCrimeFamilly… https://t.co/h2zg9ILjCD"
"23","#TikTok https://t.co/WxjbaipuP2 #LetsGoBrandon #TruthMatters #CNN #foxnews #twitter #Senate #Republican… https://t.co/x3geEqnuQ4"
"24","Victory! https://t.co/mUH6h5ta5B via @Change #jenksoklahoma #tulsa"
"25","Israel targeted by 800 rockets in 36 hours from Palestinian militant group https://t.co/VtTbbttd9J #FoxNews 
For a… https://t.co/88Teg5vyGF"
"26","@cityoftulsagov #Tulsa #Oklahoma You want to support a Saudi Investment Fund? https://t.co/jwmxUlNv2x #liv #Golf #PGA"
"27","@LisaDNews @KyleClark Only in America."
"28","Check out my latest article: Organizational Change: Who do you think you are? Who are you, really? https://t.co/MZTvLBwKUX via @LinkedIn"
"29","Check out my latest article: Organizational Change: Who do you think you are? Who are you, really? https://t.co/MZTvLBwKUX via @LinkedIn"
"30","Check out my latest article: Organizational Change: Who do you think you are? Who are you, really? https://t.co/MZTvLBwd5p via @LinkedIn"
"31","Hunter Biden appears in Arkansas court for hearing in child support case of 4-year-old daughter https://t.co/qUX4Z7TNaT #FoxNews"
"32","@freep Anyone but this person"
"33","@jockowillink Your self discipline is far from your source."
"34","@kirawontmiss Ugg. Nasty"
"35","https://t.co/mz69yAGqGz"
"36","@DailyLoud 🤮"
"37","@DanCham03014042 @Piquerish Agree in heart, however, how was this information come by and how was it proven?"
"38","@elonmusk @GovRonDeSantis @CivilRights @DOJPH @JusticeOIG #Congress @JudiciaryGOP @okgov @OKHouseGOP https://t.co/o0qA3vR63J"
"39","Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof, or ab… https://t.co/rqd0lwrxdG"
"40","@MrAndyNgo @PortlandPolice Socialism! Great job for cleaning house, nontheless @tedwheeler cityinfo@portlandoregon.gov 503-823-4000"
"41","@elonmusk free speech much? Worldwide town hall? Instead of reacting to words used, work to unequivocally define in… https://t.co/adTEMkkdZk"
"42","@EndWokeness Just another tramp... ""What do you want my name to be?"" #lame #garbage #trash #culturalappropriation lol. #looser"
"43","Check out my latest article: Leading Abstraction, Trailing Abstraction https://t.co/6anjDMq5DQ via @LinkedIn"
"44","@StormyDaniels == the cold sore of America --&gt; Go find some traffic and walk into it. #Republican #Democrats #crime #BuildIsBack  #MAGA2024"
"45","@espn AR, You were on a team that won a championship... yet we still can't see you.  Weird.  @WhereMyImusAt #looser"
"46","@NASA_Johnson @astro_reid @AstroVicGlover @Astro_Christina @Astro_Jeremy @csa_asc @NASA_Astronauts @NASAArtemis… https://t.co/oXzLHWuRtY"
"47","Interesting ml problem.  SNL was ALWAYS better 10 years ago.  #MachineLearning #AdaniEnterprise #BBTitans2023"
"48","Inability to effectively form sentences. https://t.co/PHrbqUGeOV"
"49","@AZ_Brittney Nope."
"50","@hodgetwins $$$ … debt grows economy"
"51","@elonmusk Lame. Bad logic with initial argument. You know better."
"52","@elonmusk Gay"
"53","@atensnut Loooooser.  Lol"
"54","@LauraMicheal3 Nope… u nailed it."
"55","""Give me your tired, your poor,
Your huddled masses yearning to breathe free,
The wretched refuse of your teeming s… https://t.co/LGmVFhcALf"
"56","https://t.co/iIb0kb4clS. Pretty good version. Lots of room to grow, definitely a kid to watch. #JazzSundayRequests #jazz"
"57","@ACTforAmerica He’s a crackhead, what do you expect?"
"58","Please keep the devastated families in Turkey and Syria in your prayers today.   #TurkeyEarthquake #syriaearthquake… https://t.co/QN4905nP44"
"59","@POTUS and the crackhead kid. You suck! Racist looser pedophile. Take more kickbacks. Truth is coming for you. Fuck… https://t.co/df6brG4vZQ"
"60","https://t.co/dlMKteO7P3 #guitar #telecaster #Jazz"
"61","@healthbyjames Creepy old weirdo"
"62","Concept: “Ekklesia.”  Matthew 16. Two or more, etc.  You have the instruction manual, do you really need to hire so… https://t.co/dCPszirVUW"
"63","@Old_SchoolEddie Hahahaa. Love this"
"64","@GioBruno1600 @MDease2 Her identity has been proven inconsistent."
"65","@JohnCur02334375 Ahhh... this makes my heart sing. Social education and self-respect at its finest."
"66","@JackPosobiec I love the ""pause"" from security. Excellent."
"67","@AdamSchiff &lt;-- Looser. It sucks to suck. Bye, Felicia. #houseofrepresentatives #TRUMP2024 #DemocratsAreTheProblem… https://t.co/lFK7M1X5OI"
"68","@J0hnnyD0llar @DogmanTrump @DixieBxtch2a @WarriorWalker2 @FrankSchrammJAX @STARR1210 @TB_TexasVet @Fast_Hellcat… https://t.co/1luNJ6Rxum"
"69","@DixieBxtch2a @WarriorWalker2 @FrankSchrammJAX @STARR1210 @TB_TexasVet @Fast_Hellcat @J0hnnyD0llar @limaistre… https://t.co/jmjCFaLd85"
"70","China == Low Birth Rate + Unskilled Labor + complete food dependency + energy dependency.  #nothreat #weak… https://t.co/hNSgDUilWx"
"71","Discuss “non-economically based web3” Go… oh, you cant? So, we aren’t ready for the values that this idea(l) implie… https://t.co/AiMVUBel5x"
"72","@potus, ""if my people, who are called by my name, will humble themselves and pray and seek my face and turn from th… https://t.co/taed8Bi177"
"73","@mrddmia Savage, but absolutely true."
"74","""This relationship between taxes and social welfare programs drives the argument that taxes are essentially sociali… https://t.co/qEhHW7GAeU"
"75","@D1ssoluti0ng0v They need to retroactively make something legal for a population (class) of brokers?"
"76","@GenFlynn get your integrity in check and quit embarrassing us. #Veterans f"
"77","@salesforce Can you please just buy ellucian and just get this over with. I am tired of watching salesforce not be… https://t.co/2AHiYSuiz0"
"78","@_Mahmoud_I How is it what…static?"
"79","@TheJackForge She will eventually come out of her shell."
"80","@marklevinshow @marklevinshow, game theory much? Start here: https://t.co/OYeHd1fXDA and then bring value to the co… https://t.co/mRBprq1dqd"
"81","@ksorbs Truth"
"82","@alva_jr1 @elonmusk Its not an electric car, it is about AI.  That’s the difference."
"83","Very unfortunate actions by @potus -- Weak. Unimaginable that the sovereign US traded anything -- but what was trad… https://t.co/YxC4qUfCe2"
"84","@SuhailKakar Maybe not machine learning.  Dropping a pre-trained object into some front end interface or app doesn’t really count."
"85","@voluntee01 The door needs to swing both ways."
"86","@NanouuSymeon Algebra"
"87","@scrumtuous You should just ask CS or a business degree.."
"88","@NanouuSymeon No. But it is just a pass by reference interface allowing access to the browser runtime."
"89","@Gewgolplex Yep.  “Clean water is a human right” for example, is one of the dumbest social calls to action I’ve eve… https://t.co/4CKHEa3ZhN"
"90","@nsjames_ That's json borne (again shell)
... see what I did there?"
"91","@nsjames_ Length trumps complexity"
"92","@JackPosobiec Black shooters are not part of the narrative, but you are asking a question that you already know the answer to."
"93","@Vinny88991028 Yep... with y'all. Do what you gotta do and get home."
"94","@nathaliejacoby1 sponsoring uneven development"
"95","@VP nope."
"96","@RBReich @Twitter @elonmusk @jordanbpeterson"
"97","@theresa_perrin Hope that helps."
"98","@pickover 48/16=3, 2^3=8"
"99","@JoeyDevlin_ truth! I hit these on miles 5 and 10 for ultra training."
"100","@JackPosobiec Hunter biden's rideshare?"
"101","https://t.co/NddnLzDqDl I never considered SQL queries of a NoSQL dbms. I will need to look at *actual* ACID compli… https://t.co/SKZXxFKkUe"
"102","@NASAExoplanets Eerie and awesome.   #Physics"
"103","The Logical file system… just ask apple. https://t.co/XqVJQaRqtt"
"104","@nextspaceflight Probably not a 140 character conversation… @elonmusk #stupidheatwavequestions… https://t.co/gnZXOlUcuy"
